epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.7017698884010315,0.0010000000474974513,0.9040594100952148,0.8357044458389282,0.5030167102813721
1,0.8194690346717834,0.0010000000474974513,0.549607515335083,0.8659935593605042,0.415605366230011
2,0.8422812223434448,0.0010000000474974513,0.47594353556632996,0.8733363747596741,0.3760654926300049
3,0.8441494703292847,0.0010000000474974513,0.4605632424354553,0.8815970420837402,0.3565307855606079
4,0.855358898639679,0.0010000000474974513,0.43167582154273987,0.8958237767219543,0.3285166919231415
5,0.8601769804954529,0.0010000000474974513,0.415838360786438,0.8875631093978882,0.33701762557029724
6,0.8595870137214661,0.0010000000474974513,0.42126408219337463,0.8898577094078064,0.3357134461402893
7,0.8668633103370667,0.0010000000474974513,0.3956547677516937,0.8935291171073914,0.31954556703567505
8,0.8633235096931458,0.0010000000474974513,0.4054010510444641,0.8880220055580139,0.35196512937545776
9,0.865683376789093,0.0010000000474974513,0.40162813663482666,0.8926112651824951,0.3218817710876465
10,0.86440509557724,0.0010000000474974513,0.4086739718914032,0.8866452574729919,0.3167376220226288
11,0.8700098395347595,0.0010000000474974513,0.39245060086250305,0.8921523690223694,0.32532840967178345
12,0.8668633103370667,0.0010000000474974513,0.3920537233352661,0.8930702209472656,0.31100785732269287
13,0.866765022277832,0.0010000000474974513,0.39835694432258606,0.8875631093978882,0.32076606154441833
14,0.8668633103370667,0.0010000000474974513,0.3900585472583771,0.8926112651824951,0.3263530433177948
15,0.8714847564697266,0.0010000000474974513,0.38458511233329773,0.8889398574829102,0.33432334661483765
16,0.8757128715515137,0.0005000000237487257,0.37430837750434875,0.9031665921211243,0.2926487624645233
17,0.8721730709075928,0.0005000000237487257,0.37212899327278137,0.9040844440460205,0.28941109776496887
18,0.8787610530853271,0.0005000000237487257,0.3661712408065796,0.8935291171073914,0.3130544126033783
19,0.8777777552604675,0.0005000000237487257,0.3675231635570526,0.9068379998207092,0.286956250667572
20,0.87177973985672,0.0005000000237487257,0.37924855947494507,0.9017897844314575,0.29335126280784607
21,0.874336302280426,0.0005000000237487257,0.3663000464439392,0.9017897844314575,0.2910889983177185
22,0.8763028383255005,0.0005000000237487257,0.3526243269443512,0.9031665921211243,0.30589380860328674
23,0.8814159035682678,0.0002500000118743628,0.34781208634376526,0.8985773324966431,0.29712867736816406
24,0.8820058703422546,0.0002500000118743628,0.3427445888519287,0.9100505113601685,0.2780204117298126
25,0.8816125988960266,0.0002500000118743628,0.33607468008995056,0.9082147479057312,0.28292542695999146
26,0.8849557638168335,0.0002500000118743628,0.33983027935028076,0.9091326594352722,0.2833482623100281
27,0.8833824992179871,0.0002500000118743628,0.3351297676563263,0.9068379998207092,0.28989356756210327
28,0.8847590684890747,0.0001250000059371814,0.3393581211566925,0.909591555595398,0.2837914526462555
29,0.8837758302688599,0.0001250000059371814,0.3428332507610321,0.9109683632850647,0.274887353181839
