Model,Accuracy,Weighted Precision,Weighted Recall,Weighted F1,Macro F1,Accuracy Delta,Weighted F1 Delta
Candidate C,0.7137931034482758,0.7168034622476469,0.7137931034482758,0.7113621929274763,0.679368587060421,0.07589310344827582,0.08776219292747622
