Model,Accuracy,Weighted Precision,Weighted Recall,Weighted F1,Macro F1,Accuracy Delta,Weighted F1 Delta
Candidate A,0.7137931034482758,0.7132077576486952,0.7137931034482758,0.7033058232129106,0.6646853458401173,0.07589310344827582,0.07970582321291053
