bin_index,bin_lower,bin_upper,bin_center,sample_count,accuracy,mean_confidence,calibration_gap,model_name,crop,subset_name,is_calibrated
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,internal_test,True
3,0.2,0.30000000000000004,0.25,5,0.0,0.2830646336078644,0.2830646336078644,Tomato,Tomato,internal_test,True
4,0.30000000000000004,0.4,0.35000000000000003,21,0.4285714328289032,0.35614311695098877,0.07242831587791443,Tomato,Tomato,internal_test,True
5,0.4,0.5,0.45,48,0.5,0.46404361724853516,0.035956382751464844,Tomato,Tomato,internal_test,True
6,0.5,0.6000000000000001,0.55,102,0.5490196347236633,0.5505905747413635,0.0015709400177001953,Tomato,Tomato,internal_test,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,110,0.6454545259475708,0.6530374884605408,0.007582962512969971,Tomato,Tomato,internal_test,True
8,0.7000000000000001,0.8,0.75,120,0.7333333492279053,0.7532156705856323,0.01988232135772705,Tomato,Tomato,internal_test,True
9,0.8,0.9,0.8500000000000001,186,0.8548387289047241,0.8548682332038879,2.950429916381836e-05,Tomato,Tomato,internal_test,True
10,0.9,1.0,0.95,1588,0.982367753982544,0.9845016598701477,0.0021339058876037598,Tomato,Tomato,internal_test,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Tomato,Tomato,track_a_internal,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,track_a_internal,False
3,0.2,0.30000000000000004,0.25,2,0.0,0.2657133936882019,0.2657133936882019,Tomato,Tomato,track_a_internal,False
4,0.30000000000000004,0.4,0.35000000000000003,5,0.0,0.3382960259914398,0.3382960259914398,Tomato,Tomato,track_a_internal,False
5,0.4,0.5,0.45,10,0.4000000059604645,0.45579537749290466,0.055795371532440186,Tomato,Tomato,track_a_internal,False
6,0.5,0.6000000000000001,0.55,16,0.6875,0.5476745367050171,0.1398254632949829,Tomato,Tomato,track_a_internal,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,23,0.6086956262588501,0.651499330997467,0.04280370473861694,Tomato,Tomato,track_a_internal,False
8,0.7000000000000001,0.8,0.75,23,0.739130437374115,0.7470987439155579,0.007968306541442871,Tomato,Tomato,track_a_internal,False
9,0.8,0.9,0.8500000000000001,28,0.8571428656578064,0.8590901494026184,0.0019472837448120117,Tomato,Tomato,track_a_internal,False
10,0.9,1.0,0.95,193,0.9740932583808899,0.9804683327674866,0.00637507438659668,Tomato,Tomato,track_a_internal,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Tomato,Tomato,track_a_internal,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,track_a_internal,True
3,0.2,0.30000000000000004,0.25,2,0.0,0.27289843559265137,0.27289843559265137,Tomato,Tomato,track_a_internal,True
4,0.30000000000000004,0.4,0.35000000000000003,5,0.0,0.34854787588119507,0.34854787588119507,Tomato,Tomato,track_a_internal,True
5,0.4,0.5,0.45,9,0.4444444477558136,0.4683555066585541,0.02391105890274048,Tomato,Tomato,track_a_internal,True
6,0.5,0.6000000000000001,0.55,15,0.6666666865348816,0.553721010684967,0.11294567584991455,Tomato,Tomato,track_a_internal,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,21,0.5714285969734192,0.6621027588844299,0.09067416191101074,Tomato,Tomato,track_a_internal,True
8,0.7000000000000001,0.8,0.75,22,0.7727272510528564,0.7520502209663391,0.020677030086517334,Tomato,Tomato,track_a_internal,True
9,0.8,0.9,0.8500000000000001,25,0.7599999904632568,0.8574397563934326,0.09743976593017578,Tomato,Tomato,track_a_internal,True
10,0.9,1.0,0.95,201,0.9751243591308594,0.9821941256523132,0.007069766521453857,Tomato,Tomato,track_a_internal,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Tomato,Tomato,track_b_external,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,track_b_external,False
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Tomato,Tomato,track_b_external,False
4,0.30000000000000004,0.4,0.35000000000000003,1,0.0,0.39245662093162537,0.39245662093162537,Tomato,Tomato,track_b_external,False
5,0.4,0.5,0.45,11,0.0,0.4710198640823364,0.4710198640823364,Tomato,Tomato,track_b_external,False
6,0.5,0.6000000000000001,0.55,23,0.1304347813129425,0.5428479909896851,0.41241320967674255,Tomato,Tomato,track_b_external,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,29,0.17241379618644714,0.64914470911026,0.47673091292381287,Tomato,Tomato,track_b_external,False
8,0.7000000000000001,0.8,0.75,37,0.054054055362939835,0.7489873170852661,0.6949332617223263,Tomato,Tomato,track_b_external,False
9,0.8,0.9,0.8500000000000001,41,0.17073170840740204,0.851556658744812,0.68082495033741,Tomato,Tomato,track_b_external,False
10,0.9,1.0,0.95,130,0.1846153885126114,0.9700798392295837,0.7854644507169724,Tomato,Tomato,track_b_external,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Tomato,Tomato,track_b_external,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,track_b_external,True
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Tomato,Tomato,track_b_external,True
4,0.30000000000000004,0.4,0.35000000000000003,0,0.0,0.0,0.0,Tomato,Tomato,track_b_external,True
5,0.4,0.5,0.45,7,0.0,0.4575536549091339,0.4575536549091339,Tomato,Tomato,track_b_external,True
6,0.5,0.6000000000000001,0.55,26,0.11538461595773697,0.5401208400726318,0.42473622411489487,Tomato,Tomato,track_b_external,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,28,0.1785714328289032,0.6546765565872192,0.47610512375831604,Tomato,Tomato,track_b_external,True
8,0.7000000000000001,0.8,0.75,34,0.05882352963089943,0.7554095983505249,0.6965860687196255,Tomato,Tomato,track_b_external,True
9,0.8,0.9,0.8500000000000001,37,0.1621621549129486,0.8500549793243408,0.6878928244113922,Tomato,Tomato,track_b_external,True
10,0.9,1.0,0.95,140,0.1785714328289032,0.9711545705795288,0.7925831377506256,Tomato,Tomato,track_b_external,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Tomato,Tomato,track_c_realworld,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,track_c_realworld,False
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Tomato,Tomato,track_c_realworld,False
4,0.30000000000000004,0.4,0.35000000000000003,1,0.0,0.36941760778427124,0.36941760778427124,Tomato,Tomato,track_c_realworld,False
5,0.4,0.5,0.45,6,0.1666666716337204,0.4634687602519989,0.2968020886182785,Tomato,Tomato,track_c_realworld,False
6,0.5,0.6000000000000001,0.55,18,0.2222222238779068,0.5432083606719971,0.32098613679409027,Tomato,Tomato,track_c_realworld,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,19,0.15789473056793213,0.6538931131362915,0.4959983825683594,Tomato,Tomato,track_c_realworld,False
8,0.7000000000000001,0.8,0.75,21,0.2380952388048172,0.7423967123031616,0.5043014734983444,Tomato,Tomato,track_c_realworld,False
9,0.8,0.9,0.8500000000000001,23,0.260869562625885,0.8565141558647156,0.5956445932388306,Tomato,Tomato,track_c_realworld,False
10,0.9,1.0,0.95,100,0.27000001072883606,0.9727907776832581,0.702790766954422,Tomato,Tomato,track_c_realworld,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Tomato,Tomato,track_c_realworld,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,track_c_realworld,True
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Tomato,Tomato,track_c_realworld,True
4,0.30000000000000004,0.4,0.35000000000000003,1,0.0,0.37338361144065857,0.37338361144065857,Tomato,Tomato,track_c_realworld,True
5,0.4,0.5,0.45,4,0.25,0.45770809054374695,0.20770809054374695,Tomato,Tomato,track_c_realworld,True
6,0.5,0.6000000000000001,0.55,19,0.21052631735801697,0.5466203689575195,0.33609405159950256,Tomato,Tomato,track_c_realworld,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,17,0.1764705926179886,0.6598761081695557,0.4834055155515671,Tomato,Tomato,track_c_realworld,True
8,0.7000000000000001,0.8,0.75,22,0.22727273404598236,0.7516385912895203,0.5243658572435379,Tomato,Tomato,track_c_realworld,True
9,0.8,0.9,0.8500000000000001,20,0.25,0.8607633709907532,0.6107633709907532,Tomato,Tomato,track_c_realworld,True
10,0.9,1.0,0.95,105,0.2666666805744171,0.9750468730926514,0.7083801925182343,Tomato,Tomato,track_c_realworld,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Tomato,Tomato,track_d_cross_crop,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,track_d_cross_crop,False
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Tomato,Tomato,track_d_cross_crop,False
4,0.30000000000000004,0.4,0.35000000000000003,0,0.0,0.0,0.0,Tomato,Tomato,track_d_cross_crop,False
5,0.4,0.5,0.45,1,0.0,0.496970534324646,0.496970534324646,Tomato,Tomato,track_d_cross_crop,False
6,0.5,0.6000000000000001,0.55,7,0.0,0.5486237406730652,0.5486237406730652,Tomato,Tomato,track_d_cross_crop,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,4,0.0,0.6647049188613892,0.6647049188613892,Tomato,Tomato,track_d_cross_crop,False
8,0.7000000000000001,0.8,0.75,8,0.0,0.7377195954322815,0.7377195954322815,Tomato,Tomato,track_d_cross_crop,False
9,0.8,0.9,0.8500000000000001,8,0.0,0.8626213669776917,0.8626213669776917,Tomato,Tomato,track_d_cross_crop,False
10,0.9,1.0,0.95,47,0.0,0.9730561971664429,0.9730561971664429,Tomato,Tomato,track_d_cross_crop,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Tomato,Tomato,track_d_cross_crop,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,track_d_cross_crop,True
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Tomato,Tomato,track_d_cross_crop,True
4,0.30000000000000004,0.4,0.35000000000000003,0,0.0,0.0,0.0,Tomato,Tomato,track_d_cross_crop,True
5,0.4,0.5,0.45,0,0.0,0.0,0.0,Tomato,Tomato,track_d_cross_crop,True
6,0.5,0.6000000000000001,0.55,8,0.0,0.5509946346282959,0.5509946346282959,Tomato,Tomato,track_d_cross_crop,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,3,0.0,0.6785526275634766,0.6785526275634766,Tomato,Tomato,track_d_cross_crop,True
8,0.7000000000000001,0.8,0.75,8,0.0,0.7506082057952881,0.7506082057952881,Tomato,Tomato,track_d_cross_crop,True
9,0.8,0.9,0.8500000000000001,6,0.0,0.8556587100028992,0.8556587100028992,Tomato,Tomato,track_d_cross_crop,True
10,0.9,1.0,0.95,50,0.0,0.9739041328430176,0.9739041328430176,Tomato,Tomato,track_d_cross_crop,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,False
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,False
4,0.30000000000000004,0.4,0.35000000000000003,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,False
5,0.4,0.5,0.45,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,False
6,0.5,0.6000000000000001,0.55,5,0.0,0.5451189279556274,0.5451189279556274,Tomato,Tomato,track_d_unrelated,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,3,0.0,0.6703614592552185,0.6703614592552185,Tomato,Tomato,track_d_unrelated,False
8,0.7000000000000001,0.8,0.75,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,False
9,0.8,0.9,0.8500000000000001,1,0.0,0.8092949390411377,0.8092949390411377,Tomato,Tomato,track_d_unrelated,False
10,0.9,1.0,0.95,11,0.0,0.9863364696502686,0.9863364696502686,Tomato,Tomato,track_d_unrelated,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,True
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,True
4,0.30000000000000004,0.4,0.35000000000000003,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,True
5,0.4,0.5,0.45,0,0.0,0.0,0.0,Tomato,Tomato,track_d_unrelated,True
6,0.5,0.6000000000000001,0.55,5,0.0,0.5526753664016724,0.5526753664016724,Tomato,Tomato,track_d_unrelated,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,2,0.0,0.6771636009216309,0.6771636009216309,Tomato,Tomato,track_d_unrelated,True
8,0.7000000000000001,0.8,0.75,1,0.0,0.7234581708908081,0.7234581708908081,Tomato,Tomato,track_d_unrelated,True
9,0.8,0.9,0.8500000000000001,1,0.0,0.8314544558525085,0.8314544558525085,Tomato,Tomato,track_d_unrelated,True
10,0.9,1.0,0.95,11,0.0,0.9898818731307983,0.9898818731307983,Tomato,Tomato,track_d_unrelated,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,validation,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,validation,False
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Grape,Grape,validation,False
4,0.30000000000000004,0.4,0.35000000000000003,3,0.3333333432674408,0.36363485455513,0.03030151128768921,Grape,Grape,validation,False
5,0.4,0.5,0.45,9,0.4444444477558136,0.4751669466495514,0.030722498893737793,Grape,Grape,validation,False
6,0.5,0.6000000000000001,0.55,51,0.6470588445663452,0.5553049445152283,0.09175390005111694,Grape,Grape,validation,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,45,0.4000000059604645,0.6486018896102905,0.24860188364982605,Grape,Grape,validation,False
8,0.7000000000000001,0.8,0.75,38,0.6578947305679321,0.7519389986991882,0.0940442681312561,Grape,Grape,validation,False
9,0.8,0.9,0.8500000000000001,86,0.7674418687820435,0.8560391068458557,0.08859723806381226,Grape,Grape,validation,False
10,0.9,1.0,0.95,699,0.9871244430541992,0.9872535467147827,0.0001291036605834961,Grape,Grape,validation,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,validation,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,validation,True
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Grape,Grape,validation,True
4,0.30000000000000004,0.4,0.35000000000000003,3,0.3333333432674408,0.35242390632629395,0.01909056305885315,Grape,Grape,validation,True
5,0.4,0.5,0.45,11,0.4545454680919647,0.46397411823272705,0.009428650140762329,Grape,Grape,validation,True
6,0.5,0.6000000000000001,0.55,63,0.5873016119003296,0.5528151988983154,0.03448641300201416,Grape,Grape,validation,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,43,0.5116279125213623,0.6493762135505676,0.13774830102920532,Grape,Grape,validation,True
8,0.7000000000000001,0.8,0.75,48,0.6666666865348816,0.755486786365509,0.08882009983062744,Grape,Grape,validation,True
9,0.8,0.9,0.8500000000000001,91,0.8241758346557617,0.8470132946968079,0.022837460041046143,Grape,Grape,validation,True
10,0.9,1.0,0.95,672,0.9895833134651184,0.9833129048347473,0.006270408630371094,Grape,Grape,validation,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,internal_test,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,internal_test,False
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Grape,Grape,internal_test,False
4,0.30000000000000004,0.4,0.35000000000000003,3,0.0,0.36712297797203064,0.36712297797203064,Grape,Grape,internal_test,False
5,0.4,0.5,0.45,10,0.6000000238418579,0.4573444426059723,0.14265558123588562,Grape,Grape,internal_test,False
6,0.5,0.6000000000000001,0.55,38,0.5263158082962036,0.548229455947876,0.021913647651672363,Grape,Grape,internal_test,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,43,0.4883720874786377,0.6375784277915955,0.14920634031295776,Grape,Grape,internal_test,False
8,0.7000000000000001,0.8,0.75,56,0.625,0.7555773854255676,0.13057738542556763,Grape,Grape,internal_test,False
9,0.8,0.9,0.8500000000000001,79,0.797468364238739,0.8528516888618469,0.05538332462310791,Grape,Grape,internal_test,False
10,0.9,1.0,0.95,702,0.9743589758872986,0.9873945116996765,0.01303553581237793,Grape,Grape,internal_test,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,internal_test,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,internal_test,True
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Grape,Grape,internal_test,True
4,0.30000000000000004,0.4,0.35000000000000003,3,0.0,0.3590870797634125,0.3590870797634125,Grape,Grape,internal_test,True
5,0.4,0.5,0.45,16,0.4375,0.45801180601119995,0.02051180601119995,Grape,Grape,internal_test,True
6,0.5,0.6000000000000001,0.55,48,0.5833333134651184,0.5575138926506042,0.02581942081451416,Grape,Grape,internal_test,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,40,0.42500001192092896,0.6423236727714539,0.2173236608505249,Grape,Grape,internal_test,True
8,0.7000000000000001,0.8,0.75,71,0.7323943376541138,0.7513806819915771,0.01898634433746338,Grape,Grape,internal_test,True
9,0.8,0.9,0.8500000000000001,87,0.8390804529190063,0.8537003993988037,0.014619946479797363,Grape,Grape,internal_test,True
10,0.9,1.0,0.95,666,0.9789789915084839,0.9853798747062683,0.006400883197784424,Grape,Grape,internal_test,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,validation,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,validation,False
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Grape,Grape,validation,False
4,0.30000000000000004,0.4,0.35000000000000003,3,0.3333333432674408,0.36363485455513,0.03030151128768921,Grape,Grape,validation,False
5,0.4,0.5,0.45,9,0.4444444477558136,0.4751669466495514,0.030722498893737793,Grape,Grape,validation,False
6,0.5,0.6000000000000001,0.55,51,0.6470588445663452,0.5553049445152283,0.09175390005111694,Grape,Grape,validation,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,45,0.4000000059604645,0.6486018896102905,0.24860188364982605,Grape,Grape,validation,False
8,0.7000000000000001,0.8,0.75,38,0.6578947305679321,0.7519389986991882,0.0940442681312561,Grape,Grape,validation,False
9,0.8,0.9,0.8500000000000001,86,0.7674418687820435,0.8560391068458557,0.08859723806381226,Grape,Grape,validation,False
10,0.9,1.0,0.95,699,0.9871244430541992,0.9872535467147827,0.0001291036605834961,Grape,Grape,validation,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,validation,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,validation,True
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Grape,Grape,validation,True
4,0.30000000000000004,0.4,0.35000000000000003,3,0.3333333432674408,0.35242390632629395,0.01909056305885315,Grape,Grape,validation,True
5,0.4,0.5,0.45,11,0.4545454680919647,0.46397411823272705,0.009428650140762329,Grape,Grape,validation,True
6,0.5,0.6000000000000001,0.55,63,0.5873016119003296,0.5528151988983154,0.03448641300201416,Grape,Grape,validation,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,43,0.5116279125213623,0.6493762135505676,0.13774830102920532,Grape,Grape,validation,True
8,0.7000000000000001,0.8,0.75,48,0.6666666865348816,0.755486786365509,0.08882009983062744,Grape,Grape,validation,True
9,0.8,0.9,0.8500000000000001,91,0.8241758346557617,0.8470132946968079,0.022837460041046143,Grape,Grape,validation,True
10,0.9,1.0,0.95,672,0.9895833134651184,0.9833129048347473,0.006270408630371094,Grape,Grape,validation,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,internal_test,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,internal_test,False
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Grape,Grape,internal_test,False
4,0.30000000000000004,0.4,0.35000000000000003,3,0.0,0.36712297797203064,0.36712297797203064,Grape,Grape,internal_test,False
5,0.4,0.5,0.45,10,0.6000000238418579,0.4573444426059723,0.14265558123588562,Grape,Grape,internal_test,False
6,0.5,0.6000000000000001,0.55,38,0.5263158082962036,0.548229455947876,0.021913647651672363,Grape,Grape,internal_test,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,43,0.4883720874786377,0.6375784277915955,0.14920634031295776,Grape,Grape,internal_test,False
8,0.7000000000000001,0.8,0.75,56,0.625,0.7555773854255676,0.13057738542556763,Grape,Grape,internal_test,False
9,0.8,0.9,0.8500000000000001,79,0.797468364238739,0.8528516888618469,0.05538332462310791,Grape,Grape,internal_test,False
10,0.9,1.0,0.95,702,0.9743589758872986,0.9873945116996765,0.01303553581237793,Grape,Grape,internal_test,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,internal_test,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,internal_test,True
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Grape,Grape,internal_test,True
4,0.30000000000000004,0.4,0.35000000000000003,3,0.0,0.3590870797634125,0.3590870797634125,Grape,Grape,internal_test,True
5,0.4,0.5,0.45,16,0.4375,0.45801180601119995,0.02051180601119995,Grape,Grape,internal_test,True
6,0.5,0.6000000000000001,0.55,48,0.5833333134651184,0.5575138926506042,0.02581942081451416,Grape,Grape,internal_test,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,40,0.42500001192092896,0.6423236727714539,0.2173236608505249,Grape,Grape,internal_test,True
8,0.7000000000000001,0.8,0.75,71,0.7323943376541138,0.7513806819915771,0.01898634433746338,Grape,Grape,internal_test,True
9,0.8,0.9,0.8500000000000001,87,0.8390804529190063,0.8537003993988037,0.014619946479797363,Grape,Grape,internal_test,True
10,0.9,1.0,0.95,666,0.9789789915084839,0.9853798747062683,0.006400883197784424,Grape,Grape,internal_test,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,track_a_internal,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,track_a_internal,False
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Grape,Grape,track_a_internal,False
4,0.30000000000000004,0.4,0.35000000000000003,1,0.0,0.33637115359306335,0.33637115359306335,Grape,Grape,track_a_internal,False
5,0.4,0.5,0.45,3,0.6666666865348816,0.46977758407592773,0.19688910245895386,Grape,Grape,track_a_internal,False
6,0.5,0.6000000000000001,0.55,14,0.5714285969734192,0.5469892621040344,0.024439334869384766,Grape,Grape,track_a_internal,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,12,0.6666666865348816,0.6368312835693359,0.029835402965545654,Grape,Grape,track_a_internal,False
8,0.7000000000000001,0.8,0.75,19,0.6315789222717285,0.7525333166122437,0.12095439434051514,Grape,Grape,track_a_internal,False
9,0.8,0.9,0.8500000000000001,18,0.8333333134651184,0.8562645316123962,0.022931218147277832,Grape,Grape,track_a_internal,False
10,0.9,1.0,0.95,158,0.9746835231781006,0.9841322898864746,0.009448766708374023,Grape,Grape,track_a_internal,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,track_a_internal,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,track_a_internal,True
3,0.2,0.30000000000000004,0.25,0,0.0,0.0,0.0,Grape,Grape,track_a_internal,True
4,0.30000000000000004,0.4,0.35000000000000003,1,0.0,0.3252583146095276,0.3252583146095276,Grape,Grape,track_a_internal,True
5,0.4,0.5,0.45,4,0.5,0.45376044511795044,0.04623955488204956,Grape,Grape,track_a_internal,True
6,0.5,0.6000000000000001,0.55,17,0.6470588445663452,0.5481787919998169,0.09888005256652832,Grape,Grape,track_a_internal,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,13,0.6153846383094788,0.6492251753807068,0.03384053707122803,Grape,Grape,track_a_internal,True
8,0.7000000000000001,0.8,0.75,21,0.7142857313156128,0.7459163069725037,0.03163057565689087,Grape,Grape,track_a_internal,True
9,0.8,0.9,0.8500000000000001,20,0.8999999761581421,0.8597820997238159,0.04021787643432617,Grape,Grape,track_a_internal,True
10,0.9,1.0,0.95,149,0.9731543660163879,0.9807367324829102,0.007582366466522217,Grape,Grape,track_a_internal,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,track_b_external,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,track_b_external,False
3,0.2,0.30000000000000004,0.25,2,0.0,0.290235698223114,0.290235698223114,Grape,Grape,track_b_external,False
4,0.30000000000000004,0.4,0.35000000000000003,6,0.3333333432674408,0.3458085358142853,0.012475192546844482,Grape,Grape,track_b_external,False
5,0.4,0.5,0.45,12,0.1666666716337204,0.4575752913951874,0.290908619761467,Grape,Grape,track_b_external,False
6,0.5,0.6000000000000001,0.55,17,0.05882352963089943,0.5550536513328552,0.4962301217019558,Grape,Grape,track_b_external,False
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,22,0.13636364042758942,0.6481115818023682,0.5117479413747787,Grape,Grape,track_b_external,False
8,0.7000000000000001,0.8,0.75,18,0.0555555559694767,0.7491225004196167,0.69356694445014,Grape,Grape,track_b_external,False
9,0.8,0.9,0.8500000000000001,35,0.08571428805589676,0.8523187637329102,0.7666044756770134,Grape,Grape,track_b_external,False
10,0.9,1.0,0.95,68,0.19117647409439087,0.9643736481666565,0.7731971740722656,Grape,Grape,track_b_external,False
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,track_b_external,True
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,track_b_external,True
3,0.2,0.30000000000000004,0.25,3,0.0,0.28221234679222107,0.28221234679222107,Grape,Grape,track_b_external,True
4,0.30000000000000004,0.4,0.35000000000000003,7,0.4285714328289032,0.3504151999950409,0.0781562328338623,Grape,Grape,track_b_external,True
5,0.4,0.5,0.45,13,0.07692307978868484,0.4493304491043091,0.37240736931562424,Grape,Grape,track_b_external,True
6,0.5,0.6000000000000001,0.55,24,0.0833333358168602,0.5550100207328796,0.47167668491601944,Grape,Grape,track_b_external,True
7,0.6000000000000001,0.7000000000000001,0.6500000000000001,20,0.10000000149011612,0.6499490737915039,0.5499490723013878,Grape,Grape,track_b_external,True
8,0.7000000000000001,0.8,0.75,27,0.14814814925193787,0.7607784271240234,0.6126302778720856,Grape,Grape,track_b_external,True
9,0.8,0.9,0.8500000000000001,27,0.03703703731298447,0.848093569278717,0.8110565319657326,Grape,Grape,track_b_external,True
10,0.9,1.0,0.95,59,0.20338982343673706,0.9530646800994873,0.7496748566627502,Grape,Grape,track_b_external,True
1,0.0,0.1,0.05,0,0.0,0.0,0.0,Grape,Grape,track_c_realworld,False
2,0.1,0.2,0.15000000000000002,0,0.0,0.0,0.0,Grape,Grape,track_c_realworld,False
3,0.2,0.30000000000000004,0.25,1,0.0,0.26742517948150635,0.26742517948150635,Grape,Grape,track_c_realworld,False
4,0.30000000000000004,0.4,0.35000000000000003,1,0.0,0.3181324899196625,0.3181324899196625,Grape,Grape,track_c_realworld,False
5,0.4,0.5,0.45,8,0.0,0.45757293701171875,0.45757293701171875,Grape,Grape,track_c_realworld,False
