dataset_partition,sample_count,accuracy,weighted_precision,weighted_recall,weighted_f1,macro_precision,macro_recall,macro_f1,inference_seconds
"Grape G1 — Niphad, Nashik (Maharashtra Regional)",409,0.9535,0.9583,0.9535,0.9556,0.7726,0.7382,0.7542,65.9
