evaluation_track,crop,true_label,predicted_label,count,mean_confidence,max_confidence,example_file
TRACK_D_UNRELATED,Grape,Unrelated / Non-Leaf,Leaf Blight,4,0.8000724017620087,0.9876396059989929,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\graf1.png
TRACK_C_REALWORLD,Chilli,cerocospora,healthy,4,0.525094635784626,0.6019337773323059,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\chilli\cerocospora\pd_real_H5w92.jpg
TRACK_C_REALWORLD,Grape,Downy Mildew,Healthy Leaves,4,0.5858087241649628,0.7041755318641663,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_stock-photo-alternaria-leaf-spot-alternaria-cucumerina-on-bitter-melon-momordica-charantia-1679534689_jpg.rf.b5369a7c8ed8284906548cd2276ef2cd.jpg
TRACK_A_INTERNAL,Chilli,powdery mildew,cerocospora,4,0.5083653330802917,0.710879921913147,D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5514.JPG
TRACK_C_REALWORLD,Tomato,Tomato___Bacterial_spot,Tomato___Early_blight,4,0.8542261272668839,0.9999111890792847,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Bacterial_spot\pd_real__2320_Bacterial_Spot_and_Speck.jpg
TRACK_C_REALWORLD,Tomato,Tomato___Leaf_Mold,Tomato___Septoria_leaf_spot,4,0.6478288322687149,0.9658811092376709,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0107.jpg
TRACK_B_EXTERNAL,Sugarcane,Red Rot,Banded Chlorosis,4,0.48438504338264465,0.6282473802566528,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\sugarcane\Red Rot\sabid_S_RR-94-_JPG.rf.5ada4a8c16672407c863fae7c2a4a623.jpg
TRACK_D_CROSS_CROP,Chilli,Cross-Crop: Grape,murda complex,4,0.6605435609817505,0.7410488128662109,D:\CropDiseaseProject\grape_2024\esca\esca871.jpg
TRACK_D_CROSS_CROP,Grape,Cross-Crop: Tomato,Bacterial Leaf Spot,4,0.7871689349412918,0.8295063972473145,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\6560f944-521b-4ed7-981d-39c66953e598___GHLB2 Leaf 8850.JPG
TRACK_A_INTERNAL,Grape,Leaf Blight,Black Rot,4,0.8829907029867172,0.993977427482605,D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight079.jpg
TRACK_A_INTERNAL,Chilli,healthy,murda complex,4,0.5598937347531319,0.7820720672607422,D:\CropDiseaseProject\chilli_cold\healthy\IMG_3880.JPG
TRACK_D_CROSS_CROP,Chilli,Cross-Crop: Tomato,nutritional deficiency,4,0.587446503341198,0.9139528870582581,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\16984239-2e67-407e-b600-4a3666500534___RS_Late.B 5182.JPG
TRACK_B_EXTERNAL,Chilli,cerocospora,nutritional deficiency,4,0.6499804183840752,0.8507816791534424,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\chilli\cerocospora\ulfa_Spot_Leaf_-___1_.jpeg
TRACK_A_INTERNAL,Grape,Black Rot,Leaf Blight,4,0.5106237381696701,0.5544372797012329,D:\CropDiseaseProject\grape_2024\Black rot\black rot248.jpg
TRACK_D_CROSS_CROP,Sugarcane,Cross-Crop: Grape,Pokkah Boeng,4,0.6505608707666397,0.7749637961387634,D:\CropDiseaseProject\grape_2024\leaf blight\leaf blight021.jpg
TRACK_B_EXTERNAL,Sugarcane,Healthy Leaves,Brown Spot,3,0.6122941076755524,0.8120267391204834,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\sugarcane\Healthy Leaves\sabid_S_H-77-_JPG.rf.80c0f4bb7feefa7f5cab7504872f9a37.jpg
TRACK_A_INTERNAL,Tomato,Tomato___Bacterial_spot,Tomato___Target_Spot,3,0.6534981727600098,0.7785966396331787,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\ac017ad5-c1fa-4a46-8f13-2068d7188346___GCREC_Bact.Sp 6175.JPG
TRACK_B_EXTERNAL,Grape,Leaf Blight,Bacterial Leaf Spot,3,0.5759776731332144,0.9574388265609741,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Leaf Blight\baliwaka_00000007.jpg
TRACK_B_EXTERNAL,Sugarcane,Healthy Leaves,Red Rot,3,0.5212420721848806,0.8624170422554016,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\sugarcane\Healthy Leaves\sabid_S_H-57-_JPG.rf.69874c3c29a72f9ac7cd7bc105bc8841.jpg
TRACK_A_INTERNAL,Chilli,powdery mildew,healthy,3,0.6407208343346914,0.777297854423523,D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5589.JPG
TRACK_A_INTERNAL,Chilli,nutritional deficiency,healthy,3,0.5728716651598612,0.6436830759048462,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4729.JPG
TRACK_A_INTERNAL,Chilli,cerocospora,murda complex,3,0.5119742353757223,0.6113508343696594,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4574.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Early_blight,Tomato___Late_blight,3,0.6494146287441254,0.8806261420249939,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\16ae1b64-2954-4135-bea5-d599ba56740c___RS_Erly.B 7649.JPG
TRACK_A_INTERNAL,Sugarcane,Rust (Brown Rust),Banded Chlorosis,3,0.5382246375083923,0.7485431432723999,D:\CropDiseaseProject\sugarcane_large\Diseases\BrownRust\image085.jpg
TRACK_A_INTERNAL,Sugarcane,Yellow Leaf Disease,Brown Spot,3,0.6491669416427612,0.8037927150726318,D:\CropDiseaseProject\sugarcane_maharashtra\Yellow\yellow (133).jpeg
TRACK_D_CROSS_CROP,Tomato,Cross-Crop: Grape,Tomato___Tomato_Yellow_Leaf_Curl_Virus,3,0.6829227209091187,0.7472795844078064,D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_608.jpg
TRACK_D_CROSS_CROP,Chilli,Cross-Crop: Sugarcane,powdery mildew,3,0.6389434734980265,0.6910616159439087,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image904.jpg
TRACK_D_CROSS_CROP,Chilli,Cross-Crop: Tomato,murda complex,3,0.6633491019407908,0.7759551405906677,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\2a43c0fa-a3dc-4f6d-a9e9-cb4274ae019f___GCREC_Bact.Sp 3621.JPG
TRACK_D_CROSS_CROP,Chilli,Cross-Crop: Grape,powdery mildew,3,0.6791610320409139,0.8540734052658081,D:\CropDiseaseProject\grape_niphad\Downy Mildew\Downy Mildew_821.jpg
TRACK_D_CROSS_CROP,Sugarcane,Cross-Crop: Grape,Mosaic / Viral Disease,3,0.6907123525937399,0.7283328771591187,D:\CropDiseaseProject\grape_niphad\Healthy Leaves\Healthy Leaves_608.jpg
TRACK_A_INTERNAL,Tomato,Tomato___Early_blight,Tomato___Target_Spot,3,0.757184644540151,0.9255314469337464,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\2bdca297-e0d1-41f0-b1dc-3801384faa1a___RS_Erly.B 7858.JPG
TRACK_D_CROSS_CROP,Chilli,Cross-Crop: Sugarcane,nutritional deficiency,3,0.6092273990313212,0.6784363985061646,D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (453).jpeg
TRACK_B_EXTERNAL,Chilli,nutritional deficiency,cerocospora,3,0.6162379582722982,0.652229905128479,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\chilli\nutritional deficiency\ulfa_Daun_kuning_-__1_.jpg
TRACK_D_UNRELATED,Sugarcane,Unrelated / Non-Leaf,Rust (Brown Rust),3,0.7027065952618917,0.9141177535057068,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\aloeL.jpg
TRACK_D_CROSS_CROP,Sugarcane,Cross-Crop: Grape,Rust (Brown Rust),3,0.6539124151070913,0.8225836753845215,D:\CropDiseaseProject\grape_2024\esca\esca871.jpg
TRACK_A_INTERNAL,Sugarcane,Rust (Brown Rust),Yellow Leaf Disease,3,0.5002075135707855,0.6839940547943115,D:\CropDiseaseProject\sugarcane_large\Diseases\BrownRust\image005.jpg
TRACK_D_UNRELATED,Grape,Unrelated / Non-Leaf,Bacterial Leaf Spot,3,0.993157148361206,0.9985111355781555,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\baboon.jpg
TRACK_D_UNRELATED,Chilli,Unrelated / Non-Leaf,nutritional deficiency,3,0.5036745766798655,0.6030542850494385,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\board.jpg
TRACK_C_REALWORLD,Chilli,nutritional deficiency,cerocospora,3,0.5017488499482473,0.6179509162902832,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\chilli\nutritional deficiency\ulfa_field_Daun_kuning_-__133_.jpg
TRACK_D_UNRELATED,Sugarcane,Unrelated / Non-Leaf,Red Rot,3,0.681301494439443,0.9986592531204224,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\detect_blob.png
TRACK_D_UNRELATED,Grape,Unrelated / Non-Leaf,Esca (Black Measles),3,0.8894723852475485,0.9717013239860535,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\basketball1.png
TRACK_C_REALWORLD,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Early_blight,3,0.7566413084665934,0.8506383895874023,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pd_real_fwa2013313115151.jpg
TRACK_A_INTERNAL,Sugarcane,Rust (Brown Rust),Red Rot,3,0.621582438548406,0.9654846787452698,D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (94).jpeg
TRACK_A_INTERNAL,Sugarcane,Banded Chlorosis,Yellow Leaf Disease,3,0.5531284113725027,0.8667860627174377,D:\CropDiseaseProject\sugarcane_large\Diseases\Banded Chlorosis\image314.jpg
TRACK_A_INTERNAL,Sugarcane,Mosaic / Viral Disease,Brown Spot,3,0.5976241727670034,0.7852223515510559,D:\CropDiseaseProject\sugarcane_large\Diseases\Viral Disease\Viral Disease170.jpg
TRACK_C_REALWORLD,Chilli,healthy,nutritional deficiency,3,0.4945324460665385,0.6142907738685608,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\chilli\healthy\pd_real_4825902504_5fa80b65b8_z.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Leaf_Mold,Tomato___Septoria_leaf_spot,3,0.7146863639354706,0.9249942302703857,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_IMG-20240724-WA0024.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Early_blight,Tomato___Septoria_leaf_spot,3,0.7424455086390177,0.8496281504631042,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Early_blight\pak_1723454501459.jpg
TRACK_C_REALWORLD,Tomato,Tomato___Tomato_mosaic_virus,Tomato___Early_blight,3,0.9220717946688334,0.9998762607574463,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_mosaic_virus\pd_real_9511.img.jpg
TRACK_C_REALWORLD,Tomato,Tomato___Bacterial_spot,Tomato___Late_blight,3,0.7963169813156128,0.9980644583702087,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Bacterial_spot\pd_real_07.17.18-Common_Tomato_Diseases_Canker-258x300.jpg
TRACK_A_INTERNAL,Tomato,Tomato___Early_blight,Tomato___Spider_mites Two-spotted_spider_mite,2,0.5603198111057281,0.5620890259742737,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\2179421c-3ce3-4581-8b65-17da6fffd3db___RS_Erly.B 7730.JPG
TRACK_D_CROSS_CROP,Grape,Cross-Crop: Sugarcane,Esca (Black Measles),2,0.7647075355052948,0.893944501876831,D:\CropDiseaseProject\sugarcane_large\Healthy Leaves\image114.jpg
TRACK_A_INTERNAL,Grape,Powdery Mildew,Healthy Leaves,2,0.6059985160827637,0.6957339644432068,D:\CropDiseaseProject\grape_niphad\Powdery Mildew\Powdery Mildew_385.JPG
TRACK_A_INTERNAL,Chilli,nutritional deficiency,murda complex,2,0.7995196282863617,0.9216503500938416,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4444.JPG
TRACK_D_UNRELATED,Tomato,Unrelated / Non-Leaf,Tomato___Tomato_Yellow_Leaf_Curl_Virus,2,0.9576054811477661,0.9977259039878845,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\baboon.jpg
TRACK_D_UNRELATED,Tomato,Unrelated / Non-Leaf,Tomato___Septoria_leaf_spot,2,0.8633659482002258,0.9758913516998291,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\board.jpg
TRACK_A_INTERNAL,Chilli,cerocospora,healthy,2,0.45266951620578766,0.5662756562232971,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3938.JPG
TRACK_A_INTERNAL,Chilli,nutritional deficiency,powdery mildew,2,0.6515260338783264,0.662740170955658,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4933.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Leaf_Mold,Tomato___Early_blight,2,0.5046379119157791,0.5599876046180725,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Leaf_Mold\df78e8cb-8fc5-4682-ab5c-f265b4e8d97e___Crnl_L.Mold 8619.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Tomato_mosaic_virus,Tomato___Spider_mites Two-spotted_spider_mite,2,0.5763684809207916,0.5829909443855286,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Tomato_mosaic_virus\9916341f-9dd9-498f-b553-476d9f2d722e___PSU_CG 2087.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Target_Spot,Tomato___Spider_mites Two-spotted_spider_mite,2,0.9023928642272949,0.9479550719261168,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Target_Spot\69d0f54b-059c-4a3a-97a9-43089e661cb0___Com.G_TgS_FL 9835.JPG
TRACK_B_EXTERNAL,Chilli,healthy,nutritional deficiency,2,0.5072904974222183,0.5838266611099243,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\chilli\healthy\ulfa_07.jpg
TRACK_B_EXTERNAL,Chilli,nutritional deficiency,healthy,2,0.3742847442626953,0.375944048166275,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\chilli\nutritional deficiency\ulfa_Daun_kuning_-__10_.png
TRACK_B_EXTERNAL,Chilli,healthy,cerocospora,2,0.48178309202194214,0.5095818638801575,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\chilli\healthy\ulfa_06.jpg
TRACK_D_CROSS_CROP,Sugarcane,Cross-Crop: Chilli,Red Rot,2,0.6306021958589554,0.8069754242897034,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4669.JPG
TRACK_D_CROSS_CROP,Grape,Cross-Crop: Sugarcane,Black Rot,2,0.5870046615600586,0.6075391173362732,D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (453).jpeg
TRACK_D_CROSS_CROP,Chilli,Cross-Crop: Grape,nutritional deficiency,2,0.5443730652332306,0.616850733757019,D:\CropDiseaseProject\grape_2024\Black rot\black rot477.jpg
TRACK_B_EXTERNAL,Sugarcane,Healthy Leaves,Pokkah Boeng,2,0.90217125415802,0.9661197066307068,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\sugarcane\Healthy Leaves\sabid_S_H-15-_jpg.rf.9fb3c8e45de5f6afc1831c9db567e3c8.jpg
TRACK_B_EXTERNAL,Sugarcane,Healthy Leaves,Banded Chlorosis,2,0.45748475193977356,0.6312800645828247,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\sugarcane\Healthy Leaves\sabid_S_H-82-_JPG.rf.4f4dcda30c1a05ef21c54c1da15004a4.jpg
TRACK_A_INTERNAL,Tomato,Tomato___Leaf_Mold,Tomato___Target_Spot,2,0.3074648529291153,0.3574177026748657,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Leaf_Mold\1b35b99c-c7c0-4f2c-975e-148e4b6e18b3___Crnl_L.Mold 8820.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Leaf_Mold,Tomato___Spider_mites Two-spotted_spider_mite,2,0.7055465877056122,0.9201911687850952,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Leaf_Mold\4fbc277e-5998-48c1-922d-c3f2e070f9d6___Crnl_L.Mold 6593.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Target_Spot,Tomato___Septoria_leaf_spot,2,0.7019867599010468,0.8824067115783691,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Target_Spot\ed60a782-22dd-4aa6-b16e-494b75fd3174___Com.G_TgS_FL 9896.JPG
TRACK_A_INTERNAL,Tomato,Tomato___Spider_mites Two-spotted_spider_mite,Tomato___Target_Spot,2,0.719628095626831,0.7974274158477783,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Spider_mites Two-spotted_spider_mite\d8897927-b800-4192-9669-be4b05195993___Com.G_SpM_FL 1464.JPG
TRACK_C_REALWORLD,Tomato,Tomato___healthy,Tomato___Tomato_Yellow_Leaf_Curl_Virus,2,0.6778622418642044,0.8734119534492493,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pd_real_Tomato59.JPG.jpg
TRACK_C_REALWORLD,Sugarcane,Healthy Leaves,Pokkah Boeng,2,0.6367756873369217,0.8829976916313171,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\sugarcane\Healthy Leaves\sc_field_S_H-27-_jpg.rf.b835a785a4ee336b79e8b7ae9a27445f.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Septoria_leaf_spot,Tomato___Bacterial_spot,2,0.7968234419822693,0.9789409637451172,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_128110613-56a6d3633df78cf7729070ad.jpg
TRACK_B_EXTERNAL,Grape,Healthy Leaves,Esca (Black Measles),2,0.6375740468502045,0.8714252710342407,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Healthy Leaves\plantdoc_IMG_20150511_095517.jpg
TRACK_B_EXTERNAL,Grape,Downy Mildew,Leaf Blight,2,0.6350452601909637,0.7167336344718933,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Downy Mildew\gldd_55830b60a7cf2-image_jpg.rf.5bcb11a6e0d83c1872e0f78c89647ae6.jpg
TRACK_C_REALWORLD,Tomato,Tomato___Septoria_leaf_spot,Tomato___Bacterial_spot,2,0.7315858900547028,0.9853345155715942,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Septoria_leaf_spot\pd_real_6447731_orig.jpg
TRACK_B_EXTERNAL,Sugarcane,Red Rot,Rust (Brown Rust),2,0.7363121807575226,0.9607591032981873,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\sugarcane\Red Rot\sabid_S_RR-8-_JPG.rf.5af31a717f071df790317588fd071e24.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Leaf_Mold,Tomato___Tomato_Yellow_Leaf_Curl_Virus,2,0.9523643553256989,0.9681888818740845,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_607-155-0.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Septoria_leaf_spot,2,0.7904212772846222,0.8937087059020996,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_36ca1410e232eec4a8003fe411246820.jpg
TRACK_B_EXTERNAL,Tomato,Tomato___Leaf_Mold,Tomato___Bacterial_spot,2,0.528826430439949,0.5722147226333618,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_IMG-20240724-WA0020.jpg
TRACK_C_REALWORLD,Grape,Healthy Leaves,Black Rot,2,0.6368876844644547,0.928119421005249,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Healthy Leaves\pd_real_DSCN7317.JPG.jpg
TRACK_D_UNRELATED,Chilli,Unrelated / Non-Leaf,powdery mildew,2,0.7302318513393402,0.8755195736885071,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\aloeL.jpg
TRACK_D_UNRELATED,Grape,Unrelated / Non-Leaf,Black Rot,2,0.6274500042200089,0.7644587755203247,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\butterfly.jpg
TRACK_D_UNRELATED,Sugarcane,Unrelated / Non-Leaf,Brown Spot,2,0.795421838760376,0.9259529709815979,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\cards.png
TRACK_C_REALWORLD,Chilli,cerocospora,murda complex,2,0.5451371222734451,0.6898002028465271,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\chilli\cerocospora\pd_real_01.jpg
TRACK_C_REALWORLD,Grape,Downy Mildew,Bacterial Leaf Spot,2,0.9078561663627625,0.9419211149215698,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_maxresdefault2_jpg.rf.b2f061044a211410e38bcb55efb0f639.jpg
TRACK_C_REALWORLD,Chilli,murda complex,nutritional deficiency,2,0.37915048003196716,0.4193592667579651,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\chilli\murda complex\ulfa_field_Leaf_Curl__1055_.jpg
TRACK_C_REALWORLD,Grape,Black Rot,Esca (Black Measles),2,0.5031119138002396,0.6291110515594482,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Black Rot\pd_real_03gb.jpg
TRACK_C_REALWORLD,Grape,Downy Mildew,Powdery Mildew,2,0.9486854076385498,0.9602044224739075,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Downy Mildew\gldd_field_stock-photo-alternaria-leaf-spot-alternaria-cucumerina-on-bitter-melon-momordica-charantia-1679534692_jpg.rf.6713530d0a4407256c2fce3f34128759.jpg
TRACK_C_REALWORLD,Grape,Leaf Blight,Esca (Black Measles),2,0.354332759976387,0.4202287793159485,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Leaf Blight\vineyard_00000042.jpg
TRACK_D_UNRELATED,Chilli,Unrelated / Non-Leaf,healthy,2,0.580181896686554,0.592880129814148,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\building.jpg
TRACK_D_CROSS_CROP,Sugarcane,Cross-Crop: Tomato,Pokkah Boeng,2,0.7287974059581757,0.9543125629425049,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Early_blight\6ccc0cdb-d420-4bc6-9a1a-d195a0521c19___RS_Erly.B 9437.JPG
TRACK_A_INTERNAL,Sugarcane,Rust (Brown Rust),Mosaic / Viral Disease,2,0.44268961250782013,0.4766910672187805,D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (132).jpeg
TRACK_A_INTERNAL,Sugarcane,Yellow Leaf Disease,Rust (Brown Rust),2,0.6983613222837448,0.9423226714134216,D:\CropDiseaseProject\sugarcane_maharashtra\Yellow\yellow (55).jpeg
TRACK_A_INTERNAL,Sugarcane,Yellow Leaf Disease,Healthy Leaves,2,0.8058387339115143,0.9121214747428894,D:\CropDiseaseProject\sugarcane_maharashtra\Yellow\yellow (370).jpeg
TRACK_A_INTERNAL,Sugarcane,Banded Chlorosis,Rust (Brown Rust),2,0.5303343236446381,0.5483813881874084,D:\CropDiseaseProject\sugarcane_large\Diseases\Banded Chlorosis\image242.jpg
TRACK_A_INTERNAL,Sugarcane,Banded Chlorosis,Mosaic / Viral Disease,1,0.8682026863098145,0.8682026863098145,D:\CropDiseaseProject\sugarcane_large\Diseases\Banded Chlorosis\image157.jpg
TRACK_A_INTERNAL,Sugarcane,Brown Spot,Mosaic / Viral Disease,1,0.7350659370422363,0.7350659370422363,D:\CropDiseaseProject\sugarcane_large\Diseases\Brown Spot\image878.jpg
TRACK_A_INTERNAL,Sugarcane,Grassy Shoot,Sett Rot,1,0.6038275957107544,0.6038275957107544,D:\CropDiseaseProject\sugarcane_large\Diseases\Grassy shoot\image232.jpg
TRACK_A_INTERNAL,Sugarcane,Healthy Leaves,Brown Spot,1,0.5129775404930115,0.5129775404930115,D:\CropDiseaseProject\sugarcane_large\Healthy Leaves\image086.jpg
TRACK_A_INTERNAL,Sugarcane,Healthy Leaves,Mosaic / Viral Disease,1,0.8025658130645752,0.8025658130645752,D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (270).jpeg
TRACK_A_INTERNAL,Sugarcane,Healthy Leaves,Red Rot,1,0.8101068735122681,0.8101068735122681,D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (500).jpeg
TRACK_A_INTERNAL,Sugarcane,Healthy Leaves,Yellow Leaf Disease,1,0.8501775860786438,0.8501775860786438,D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (223).jpeg
TRACK_A_INTERNAL,Sugarcane,Red Rot,Brown Spot,1,0.958939492702484,0.958939492702484,D:\CropDiseaseProject\sugarcane_maharashtra\RedRot\redrot (490).jpeg
TRACK_A_INTERNAL,Sugarcane,Red Rot,Healthy Leaves,1,0.965873122215271,0.965873122215271,D:\CropDiseaseProject\sugarcane_maharashtra\RedRot\redrot (169).jpeg
TRACK_A_INTERNAL,Sugarcane,Red Rot,Rust (Brown Rust),1,0.8207195401191711,0.8207195401191711,D:\CropDiseaseProject\sugarcane_maharashtra\RedRot\redrot (394).jpeg
TRACK_A_INTERNAL,Sugarcane,Rust (Brown Rust),Grassy Shoot,1,0.6986761093139648,0.6986761093139648,D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (195).jpeg
TRACK_A_INTERNAL,Sugarcane,Smut,Mosaic / Viral Disease,1,0.7927435040473938,0.7927435040473938,D:\CropDiseaseProject\sugarcane_large\Diseases\smut\Smut146.jpg
TRACK_A_INTERNAL,Sugarcane,Yellow Leaf Disease,Red Rot,1,0.3628876209259033,0.3628876209259033,D:\CropDiseaseProject\sugarcane_maharashtra\Yellow\yellow (102).jpeg
TRACK_A_INTERNAL,Tomato,Tomato___Bacterial_spot,Tomato___Late_blight,1,0.8696846961975098,0.8696846961975098,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Bacterial_spot\ac099bdd-1fb0-4f9c-bb62-be3994736868___UF.GRC_BS_Lab Leaf 0419.JPG
TRACK_D_CROSS_CROP,Tomato,Cross-Crop: Sugarcane,Tomato___Leaf_Mold,1,0.7166358828544617,0.7166358828544617,D:\CropDiseaseProject\sugarcane_maharashtra\Rust\rust (151).jpeg
TRACK_D_UNRELATED,Chilli,Unrelated / Non-Leaf,murda complex,1,0.4327509105205536,0.4327509105205536,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\basketball1.png
