Model,Accuracy,Weighted Precision,Weighted Recall,Weighted F1,Macro F1,Accuracy Delta,Weighted F1 Delta
Candidate B,0.7344827586206897,0.7238233056738289,0.7344827586206897,0.7230682579664716,0.6861644379716669,0.09658275862068966,0.09946825796647152
