epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5130462646484375,0.0010000000474974513,1.5332797765731812,0.6355488896369934,1.0572474002838135
1,0.682407557964325,0.0010000000474974513,0.9214353561401367,0.7206870913505554,0.8079939484596252
2,0.7352328896522522,0.0010000000474974513,0.7448025345802307,0.7662434577941895,0.6638855338096619
3,0.7608451843261719,0.0010000000474974513,0.6779984831809998,0.7834204435348511,0.6253697872161865
4,0.7730110287666321,0.0010000000474974513,0.6482061147689819,0.788648247718811,0.583889901638031
5,0.7886985540390015,0.0010000000474974513,0.6053948402404785,0.802091121673584,0.5658268332481384
6,0.7885385155677795,0.0010000000474974513,0.5772483944892883,0.8170276284217834,0.5416783690452576
7,0.799903929233551,0.0010000000474974513,0.5579555630683899,0.8005974888801575,0.5298483967781067
8,0.8074275851249695,0.0010000000474974513,0.5352250933647156,0.810306191444397,0.5181410908699036
9,0.809348464012146,0.0010000000474974513,0.5383878946304321,0.8192681074142456,0.5128676295280457
10,0.8152713179588318,0.0010000000474974513,0.5155311822891235,0.8110530376434326,0.521815299987793
11,0.8139907121658325,0.0010000000474974513,0.5146387815475464,0.8132935166358948,0.5096730589866638
12,0.8135104775428772,0.0010000000474974513,0.5125017166137695,0.8192681074142456,0.5117590427398682
13,0.8192732334136963,0.0010000000474974513,0.5061346888542175,0.8244959115982056,0.4756099283695221
14,0.8211941719055176,0.0010000000474974513,0.4919162094593048,0.8327109813690186,0.4840911626815796
15,0.827437162399292,0.0010000000474974513,0.4748421311378479,0.8237490653991699,0.4922481179237366
16,0.8223147392272949,0.0010000000474974513,0.49572309851646423,0.8200149536132812,0.4923142194747925
17,0.8328797817230225,0.0005000000237487257,0.4707859456539154,0.8274831771850586,0.46600350737571716
18,0.8275972604751587,0.0005000000237487257,0.4767118990421295,0.831217348575592,0.4644036591053009
19,0.836081326007843,0.0005000000237487257,0.4523676037788391,0.8334578275680542,0.4637456238269806
20,0.8376820683479309,0.0005000000237487257,0.4512897729873657,0.8386855721473694,0.46287867426872253
21,0.8320794105529785,0.0005000000237487257,0.45039260387420654,0.8454070091247559,0.44685548543930054
22,0.8275972604751587,0.0005000000237487257,0.48469051718711853,0.8371919393539429,0.448448121547699
23,0.8298383355140686,0.0005000000237487257,0.45449456572532654,0.8371919393539429,0.44341039657592773
24,0.8397631049156189,0.0005000000237487257,0.4410240650177002,0.8416728973388672,0.4460522532463074
25,0.8357611894607544,0.0005000000237487257,0.4501284062862396,0.8469007015228271,0.4341484010219574
26,0.8303185701370239,0.0005000000237487257,0.4537610113620758,0.8513815999031067,0.4332639276981354
27,0.8291980028152466,0.0005000000237487257,0.4522927403450012,0.839432418346405,0.44193413853645325
28,0.8365615606307983,0.0005000000237487257,0.45262452960014343,0.8416728973388672,0.4455808103084564
29,0.8349607586860657,0.0005000000237487257,0.4511987566947937,0.8409260511398315,0.44268447160720825
